spirit_type,distillery,distillery_location,spirit_name,producer_type,producer_brand,is_ndp,is_template,special_designation,age_statement,vintage,batch_lot,proof,abv,mash_bill,barrel_type,cask_finish,source_urls,last_verified,label_image_url,cohort
Rye,High West Distillery,"Wanship, UT",High West Noble Share,blended,NULL,FALSE,FALSE,Straight Rye; Tequila Barrel Finish; Casa Noble Collaboration,NAS,NULL,NULL,104,52.0,Blend of straight rye whiskeys 4-10 years: MGP 95% rye / 5% malted barley; HWD 80% rye / 20% malted rye; proportions undisclosed,New charred American oak (initial),Marqués de Casa Noble Extra Añejo tequila barrels; partial Amburana barrel finish,https://ship.highwest.com/products/the-noble-share,2026-05-31,NULL,rye_other_states
Rye,High West Distillery,"Wanship, UT",High West Bottled in Bond Straight Rye Whiskey,blended,NULL,FALSE,FALSE,Straight Rye; Bonded,NAS,NULL,NULL,100,50.0,NULL,New charred American oak,NULL,https://ship.highwest.com/products/bottled-in-bond-rye,2026-06-23,NULL,rye_other_states
Rye,Laws Whiskey House,"Denver, CO",Laws,own_make,NULL,FALSE,FALSE,Straight Rye; ; Wheat Whiskey,NAS,NULL,NULL,95,47.5,Rye 100% (heirloom San Luis Valley),New 53-gallon charred American oak,NULL,https://lawswhiskeyhouse.com/our-whiskeys/;https://lawswhiskeyhouse.com/wp-content/uploads/2022/10/LWH-SLV-Rye-Flagship-Tech-Sheet.pdf,2026-06-23,NULL,rye_other_states
Rye,Laws Whiskey House,"Denver, CO",Laws,own_make,NULL,FALSE,FALSE,Straight Rye; Cask Strength,NAS,NULL,NULL,NULL,NULL,Rye 100% (heirloom San Luis Valley),New 53-gallon charred American oak,NULL,https://lawswhiskeyhouse.com/our-whiskeys/,2026-05-31,NULL,rye_other_states
Rye,KOVAL Distillery,"Chicago, IL",KOVAL Thresh & Winnow 10 Year Rye,own_make,NULL,FALSE,FALSE,Straight Rye; ; Single Cask,10 Years,NULL,NULL,100,50.0,Rye 100% (organic),New charred 30-gallon American oak,NULL,https://www.koval-distillery.com/whiskey/thresh-and-winnow-10-year-rye,2026-06-23,NULL,rye_other_states
Rye,Cedar Ridge Distillery,"Swisher, IA",Cedar Ridge,own_make,NULL,FALSE,FALSE,Straight Rye;Bottled-in-Bond,NAS,NULL,NULL,100,50.0,Rye 85% / Corn 12% / Malted Barley 3%,New charred American oak,NULL,https://shop.cedarridgedistillery.com/products/cedar-ridge-bottled-in-bond-rye,2026-06-23,NULL,rye_other_states
Rye,Cedar Ridge Distillery,"Swisher, IA",Cedar Ridge,own_make,NULL,FALSE,FALSE,Straight Rye;Double Barrel,NAS,2025,NULL,105,52.5,Rye 85% / Corn 12% / Malted Barley 3%,New charred American oak (twice-barreled),NULL,https://shop.cedarridgedistillery.com/;https://www.fredminnick.com/2025/11/03/cedar-ridge-releases-double-barrel-expressions/,2026-06-27,https://www.fredminnick.com/wp-content/uploads/2025/11/Cedar-Ridge-Distillery-Double-Double-Barrel-rye-bottles.jpg,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig 10 Year Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye,10 Years,NULL,NULL,100,50.0,"100% rye (whiskey originally distilled in Alberta, Canada; aged and bottled at WhistlePig farm in Vermont)",New charred American oak,NULL,https://www.whistlepigwhiskey.com/whiskeys/10-year;https://www.thebarreltap.com/products/whistlepig-10-year-old-straight-rye-whiskey-750ml,2026-06-23,http://www.thebarreltap.com/cdn/shop/files/whistlepig-10-year-old-small-batch-rye-whiskey-750ml-the-barrel-tap-www-thebarreltap-com_825a5a4e-1c54-47aa-868b-bfd8d86c7cce.jpg?v=1691178902,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig 12 Year Old World Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; Madeira / Sauternes / Port Cask Finish,12 Years,NULL,NULL,86,43.0,"95% rye / 5% malted barley (distilled at MGP, Lawrenceburg IN; finished in Vermont)",New charred American oak,"Madeira casks (63%), Sauternes casks (30%), Port casks (7%)",https://www.whistlepigwhiskey.com/whiskeys/12-year;https://www.caskers.com/whistlepig-old-world-12-year-old-straight-rye-whiskey/,2026-06-23,https://cdn.caskers.com/catalog/product/cache/4f6989790ecdd0e389055fabaf312a4d/w/h/whistlepig-12-year-old-1_2.jpg,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig 15 Year Estate Oak Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; Estate Oak Finish,15 Years,NULL,NULL,92,46.0,100% rye,Ex-bourbon American oak barrels,Vermont estate white oak barrels (harvested from WhistlePig farm),https://www.whistlepigwhiskey.com/whiskeys/15-year;https://thebourboncentral.com/products/whistlepig-15-year-estate-oak-rye-whiskey,2026-06-23,http://thebourboncentral.com/cdn/shop/files/whistlepig-15-year-estate-oak-rye-whiskey-787204.png?v=1744731421,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig 18 Year Double Malt Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; Double Malt; PX Sherry Cask Finish,18 Years,NULL,NULL,92,46.0,"79% rye / 15% malted rye / 6% malted barley (distilled at Hiram Walker, Canada)",American oak,Pedro Ximenez (PX) Sherry casks,https://www.whistlepigwhiskey.com/whiskeys/18-year;https://seelbachs.com/products/whistlepig-18-years-double-malt-rye,2026-06-23,http://seelbachs.com/cdn/shop/files/650139481c66adada4d42536_18Year_V4_PDP-BottleImage-658x1310-p-800.png?v=1708096273,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig PiggyBack 6 Year Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye,6 Years,NULL,NULL,96.56,48.28,100% rye,New charred American oak,NULL,https://www.whistlepigwhiskey.com/whiskeys/piggyback-rye;https://www.thebarreltap.com/products/whistlepig-piggyback-6-year-old-rye-limited-edition-pour-snout,2026-06-23,http://www.thebarreltap.com/cdn/shop/files/WhistlePig_Piggyback_6_Year_Old_Rye_Limited_Edition_Pour_Snout_2.webp?v=1724872682,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig The Boss Hog VII: Magellan's Atlantic Straight Rye Whiskey,own_make,NULL,FALSE,TRUE,"Straight Rye; Single Barrel, Barrel Strength; The Boss Hog VII; Magellan's Atlantic",17 Years,2020,NULL,NULL,NULL,Rye (proportions undisclosed),New American oak,Spanish oak staves and South American teakwood,https://www.caskers.com/whistlepig-the-boss-hog-viith-edition-magellan-s-atlantic/;https://whiskeycaviar.com/products/whistlepig-the-boss-hog-vii-magellans-atlantic,2026-06-23,https://cdn.caskers.com/catalog/product/cache/4f6989790ecdd0e389055fabaf312a4d/w/h/whistlepig-the-boss-hog-vii-magellan_s-atlantic-1_1.jpg,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig The Boss Hog VIII: LapuLapu's Pacific Straight Rye Whiskey,own_make,NULL,FALSE,TRUE,"Straight Rye; Single Barrel, Barrel Strength; The Boss Hog VIII; LapuLapu's Pacific",18 Years,2021,NULL,NULL,NULL,Rye (proportions undisclosed),New American oak,Single-island Philippine rum casks (aged 7 and 10 years),https://www.caskers.com/whistlepig-the-boss-hog-viii-lapulapus-pacific-straight-rye-whiskey/;https://www.whistlepigwhiskey.com/the-boss-hog-collection/the-boss-hog-viii-lapulapuspacific-2021,2026-06-23,https://cdn.caskers.com/catalog/product/cache/4f6989790ecdd0e389055fabaf312a4d/w/h/whistlepig-the-boss-hog-viii-lapulapus-pacific-straight-rye-whiskey-1_2.jpg,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig The Boss Hog IX: Siren's Song Straight Rye Whiskey,own_make,NULL,FALSE,TRUE,"Straight Rye; Single Barrel, Barrel Strength; The Boss Hog IX; Siren's Song",NAS,2022,NULL,NULL,NULL,Rye (oldest rye on the farm; proportions undisclosed),New American oak,Ex-Greek fig liqueur casks and ex-Tentura casks,https://www.caskers.com/whistlepig-the-boss-hog-ix-siren-s-song-straight-rye-whiskey/;https://whiskeycaviar.com/products/whistlepig-the-boss-hog-ix-sirens-song-straight-rye-whiskey,2026-06-23,https://cdn.caskers.com/catalog/product/cache/4f6989790ecdd0e389055fabaf312a4d/w/h/whistlepig-the-boss-hog-ix-sirens-song-straight-rye-whiskey-1.jpg,rye_other_states
Rye,WhistlePig Farm Distillery,"Shoreham, VT",WhistlePig The Boss Hog X: The Commandments Straight Rye Whiskey,own_make,NULL,FALSE,TRUE,"Straight Rye; Single Barrel, Barrel Strength; The Boss Hog X; The Commandments",NAS,2023,NULL,NULL,NULL,"Rye (sourced from Alberta Distillers, Canada; proportions undisclosed)",New American oak,"Ex-Frankincense/Myrrh experimental spirit cask, then craft mead casks",https://www.thebarreltap.com/products/whistlepig-boss-hog-x-the-10-commandments-rye;https://www.drinkhacker.com/2023/10/27/review-whistlepig-the-boss-hog-x-the-commandments-rye-whiskey-2023/,2026-06-23,http://www.thebarreltap.com/cdn/shop/files/WhistlePigBossHogX_The10Commandments_StraightRyeWhiskey_6665e662-fe4f-4bb1-b2f4-369d6bc152e9.webp?v=1699028300,rye_other_states
Rye,Woodinville Whiskey Co.,"Woodinville, WA",Woodinville Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye,5 Years,NULL,NULL,90,45.0,"100% rye (grown on the Omlin family farm, Quincy, WA; grain-to-glass)",Heavily toasted and charred new American oak,NULL,https://woodinvillewhiskeyco.com/products/woodinville-straight-rye-whiskey;https://www.thebarreltap.com/products/woodinville-straight-rye-whiskey-750ml,2026-06-23,http://www.thebarreltap.com/cdn/shop/files/woodinville-straight-rye-whiskey-750ml-the-barrel-tap-www-thebarreltap-com_95e52a93-ee39-4c9f-8e20-92437ce0d09d.jpg?v=1691179082,rye_other_states
Rye,Leopold Bros,"Denver, CO",Leopold Bros Maryland-Style Rye Whiskey Bottled in Bond,own_make,NULL,FALSE,FALSE,Maryland Straight Rye; Bonded,5 Years,NULL,NULL,100,50.0,65% rye / 15% corn / 20% floor-malted barley (malted in-house),New charred American oak,NULL,https://www.bittersandbottles.com/products/leopold-bros-maryland-rye-whiskey;https://robbreport.com/food-drink/spirits/pre-prohibition-rye-leopold-bros-1234611193/,2026-06-23,http://www.bittersandbottles.com/cdn/shop/files/LeopoldBrosBottled-In-Bond5year-maryland-style-rye-whiskey.jpg?v=1700616753,rye_other_states
Rye,Leopold Bros,"Denver, CO",Leopold Bros Three Chamber Rye Whiskey,own_make,NULL,FALSE,TRUE,"Straight Rye; Single Barrel, Bonded; Three Chamber Still",6 Years,NULL,NULL,NULL,NULL,80% Abruzzi rye / 20% Leopold Bros floor malt,New charred American oak,NULL,https://www.leopoldbros.com/three-chamber;https://www.thebarreltap.com/products/leopold-bros-three-chamber-rye-whiskey-2022-release-750ml,2026-06-23,http://www.thebarreltap.com/cdn/shop/files/leopold-bros-three-chamber-rye-whiskey-2022-release-750ml-the-barrel-tap-www-thebarreltap-com_8c192510-55f0-4e4e-b912-6e9e11db7d42.jpg?v=1691180716,rye_other_states
Rye,Mississippi River Distilling Company,"LeClaire, IA",Cody Road Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye,NULL,NULL,NULL,80,40.0,"100% rye (sourced from Dave and Jim Wherry, Fulton, IL)",New charred American oak,NULL,https://www.mrdistilling.com/spirit/cody-road-rye-whiskey/;https://theliquorbarn.com/products/mississippi-river-distilling-company-cody-road-rye-750ml,2026-06-23,http://theliquorbarn.com/cdn/shop/files/Mississippi-River-Distilling-Company-Cody-Road-Rye__01094.jpg?crop=center&height=1200&v=1730478254&width=1200,rye_other_states
Rye,Driftless Glen Distillery,"Baraboo, WI",Driftless Glen Straight Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye,4 Years+,NULL,NULL,96,48.0,75% rye / 25% malted barley (grain-to-glass; never sourced),New American oak,NULL,https://forwhiskeylovers.com/products/driftless-glen-small-batch-rye-whiskey-750ml;https://seelbachs.com/products/single-barrel-straight-rye-whiskey,2026-06-23,http://seelbachs.com/cdn/shop/files/DriftlessGlenRyeWhiskey.png?v=1759838775,rye_other_states
Rye,J. Henry & Sons,"Dane, WI",J. Henry & Sons Wisconsin Straight Four Grain Rye Whiskey,own_make,NULL,FALSE,FALSE,Straight Rye; Four Grain,NULL,NULL,NULL,100,50.0,64% Spooner rye / 14% J. Henry red heirloom corn / 14% winter wheat / 8% malted barley,New charred American oak,NULL,https://jhenryandsons.com/rye;https://seelbachs.com/products/j-henry-sons-winconsin-straight-four-grain-rye-whiskey,2026-06-23,http://seelbachs.com/cdn/shop/files/DSCF4042_sm.jpg?v=1716571107,rye_other_states
Rye,Spirit Hound Distillers,"Lyons, CO",Spirit Hound Colorado Straight Rye Bottled in Bond,own_make,NULL,FALSE,TRUE,"Straight Rye; Single Barrel, Bonded; Colorado",4 Years+,NULL,NULL,NULL,NULL,100% Colorado-grown rye and malted barley (proportions undisclosed),New charred American oak,NULL,https://www.spirithounds.com/ryes;https://www.buymyliquor.com/products/spirit-hound-colorado-straight-rye-bottled-in-bond,2026-06-23,http://www.buymyliquor.com/cdn/shop/files/spirit-hound-colorado-straight-rye-bottled-in-bond-949984.jpg?v=1731373396,rye_other_states
Rye,Tamworth Distilling,"Tamworth, NH",Chocorua,own_make,NULL,FALSE,FALSE,Straight Rye,NULL,NULL,NULL,90,45.0,NULL,New charred American oak,NULL,https://www.benchmarkwineandspirits.com/products/9002522,2026-06-28,NULL,rye_other_states
Rye,Stone Barn Brandyworks,"Portland, OR",Branch Point,own_make,NULL,FALSE,FALSE,Straight Rye; Rye Malt; 2021 Release,NULL,2021,NULL,92,46.0,NULL,New charred American oak,NULL,https://www.benchmarkwineandspirits.com/products/9002523,2026-06-28,NULL,rye_other_states
Rye,Jack Daniel Distillery,"Lynchburg, TN",Jack Daniel's Single Barrel Heroes Selection,own_make,NULL,FALSE,FALSE,Tennessee Rye; Single Barrel; Heroes Selection,NULL,NULL,NULL,133.6,66.8,NULL,New charred American oak,NULL,https://www.benchmarkwineandspirits.com/products/9002431,2026-06-28,NULL,rye_other_states
